#{"t_start": 1658865452.5116673, "env_id": "DeepRMSCA-v0"}
r,l,t,service_blocking_rate_since_reset,bit_rate_blocking_rate_since_reset
10,50,136.612514,0.4,0.39864864864864863
18,50,136.843634,0.32,0.2772769661175008
14,50,137.09169,0.36,0.3478408704522271
16,50,137.366753,0.34,0.3717992488904063
12,50,137.612809,0.38,0.38096704650446567
12,50,137.83186,0.38,0.36021170610211706
18,50,138.07942,0.32,0.3293838862559242
6,50,138.303473,0.44,0.4396341463414634
4,50,138.540526,0.46,0.44919454770755884
12,50,138.77161,0.38,0.40362051625879986
16,50,139.03667,0.34,0.2790920716112532
6,50,139.255721,0.44,0.43593130779392336
22,50,139.720083,0.28,0.2660857908847185
14,50,139.946137,0.36,0.3465681748230225
28,50,140.212705,0.22,0.2523669604962455
26,50,140.44976,0.24,0.26173857868020306
8,50,140.690815,0.42,0.3855341738553417
12,50,140.912866,0.38,0.36037903464613563
16,50,141.168925,0.34,0.3628125
14,50,141.393976,0.36,0.33219993199591974
18,50,141.646038,0.32,0.33095533498759305
20,50,141.869088,0.3,0.32084382871536526
10,50,142.117144,0.4,0.4088050314465409
16,50,142.338701,0.34,0.3676609105180534
28,50,142.590759,0.22,0.21890884445950526
14,50,142.812814,0.36,0.35683629675045986
20,50,143.073873,0.3,0.2779573367808662
16,50,143.303926,0.34,0.3413117811625738
16,50,143.544981,0.34,0.32027424094025464
12,50,143.768503,0.38,0.39305843963215664
14,50,144.010559,0.36,0.34751131221719456
18,50,144.242582,0.32,0.3305626598465473
16,50,144.761701,0.34,0.36532612369043593
16,50,144.999755,0.34,0.3677938808373591
18,50,145.297823,0.32,0.3197596795727637
34,50,145.540879,0.16,0.15532994923857868
12,50,145.799327,0.38,0.40341274951706374
12,50,146.021234,0.38,0.3873990306946688
12,50,146.255286,0.38,0.386222657525302
14,50,146.466333,0.36,0.346521595779756
22,50,146.704963,0.28,0.27192118226600986
12,50,146.904009,0.38,0.3920863309352518
10,50,147.136867,0.4,0.4041258031788975
24,50,147.352917,0.26,0.2734326505276226
12,50,147.62698,0.38,0.4185264445123815
14,50,147.877035,0.36,0.3631142310146777
20,50,148.141097,0.3,0.31700194678780014
20,50,148.382152,0.3,0.33773006134969324
12,50,148.633209,0.38,0.3384813384813385
22,50,148.868263,0.28,0.2551813471502591
16,50,149.105317,0.34,0.3083645443196005
22,50,149.325367,0.28,0.2598301352626612
10,50,149.813486,0.4,0.4547770700636943
14,50,150.071544,0.36,0.3523489932885906
4,50,150.35361,0.46,0.5112877583465819
14,50,150.57566,0.36,0.35517970401691334
26,50,150.823716,0.24,0.23716699155295645
24,50,151.035765,0.26,0.33438818565400846
18,50,151.267469,0.32,0.35544166415435635
32,50,151.497327,0.18,0.16999050332383667
14,50,151.714377,0.36,0.3843813387423935
18,50,151.926425,0.32,0.34260117392647516
18,50,152.17148,0.32,0.3806515957446808
20,50,152.380529,0.3,0.2708013509364446
30,50,152.618092,0.2,0.20327970297029702
24,50,152.841141,0.26,0.22229508196721312
18,50,153.079195,0.32,0.30952380952380953
20,50,153.295248,0.3,0.30391844536476587
16,50,153.5273,0.34,0.3410774410774411
24,50,153.773187,0.26,0.28778399736582155
8,50,153.982234,0.42,0.4613821138211382
22,50,154.194283,0.28,0.25732217573221755
14,50,154.422335,0.36,0.3638239339752407
12,50,154.794421,0.38,0.3806146572104019
22,50,155.055481,0.28,0.2920300751879699
16,50,155.300536,0.34,0.33365200764818354
26,50,155.590383,0.24,0.25792811839323465
18,50,155.812433,0.32,0.33231188287368063
20,50,156.086499,0.3,0.3547854785478548
16,50,156.320552,0.34,0.3545069570477919
24,50,156.590618,0.26,0.2636075949367089
20,50,156.812484,0.3,0.2802460697197539
24,50,157.096549,0.26,0.2188219809147746
24,50,157.308598,0.26,0.26699198326943185
22,50,157.546656,0.28,0.3282714054927302
14,50,157.764707,0.36,0.3810623556581986
24,50,158.009762,0.26,0.30937602090819993
22,50,158.228812,0.28,0.2784375
24,50,158.472684,0.26,0.26144907723855093
16,50,158.685733,0.34,0.3524514338575393
24,50,158.926787,0.26,0.25205119789957336
32,50,159.149841,0.18,0.19089082384460818
20,50,159.383894,0.3,0.30276768241543195
24,50,159.808992,0.26,0.2807495741056218
22,50,160.054715,0.28,0.2991058552062302
22,50,160.271765,0.28,0.3299524564183835
18,50,160.505818,0.32,0.32454235184610614
32,50,160.742873,0.18,0.2051460361613352
32,50,160.99093,0.18,0.18788291354663036
24,50,161.215325,0.26,0.23212083847102344
26,50,161.484386,0.24,0.2204968944099379
28,50,161.71644,0.22,0.2263918794217164
26,50,161.955246,0.24,0.23082010582010581
26,50,162.167295,0.24,0.22147864882090504
38,50,162.416351,0.12,0.11706410653453081
20,50,162.627402,0.3,0.32809667673716014
