#{"t_start": 1658275058.4206622, "env_id": "DeepRMSCA-v0"}
r,l,t,service_blocking_rate_since_reset,bit_rate_blocking_rate_since_reset
-34,50,46.948045,0.84,0.8799261083743842
-48,50,47.123086,0.98,0.9698890649762282
-32,50,47.328132,0.82,0.8589331619537275
-40,50,47.509682,0.9,0.893542757417103
-32,50,47.927466,0.82,0.8309178743961353
-40,50,48.105506,0.9,0.9081533999355462
-24,50,48.326518,0.74,0.748566254150317
-38,50,48.516561,0.88,0.886656671664168
-30,50,48.734611,0.8,0.8101349128002633
-34,50,48.922654,0.84,0.8379408960915157
-32,50,49.128701,0.82,0.8227478937135451
-32,50,49.334748,0.82,0.8405414328161109
-42,50,49.540797,0.92,0.9136490250696379
-38,50,49.726838,0.88,0.8555979643765903
-38,50,49.935886,0.88,0.8742820676451819
-30,50,50.12993,0.8,0.7812598923710035
-42,50,50.317975,0.92,0.9166666666666666
-36,50,50.505016,0.86,0.8283582089552238
-36,50,50.704062,0.86,0.861373250894891
-24,50,50.899107,0.74,0.73184
-42,50,51.09015,0.92,0.933828276307295
-36,50,51.277193,0.86,0.8733532934131737
-40,50,51.478239,0.9,0.9032049206863062
-34,50,51.663827,0.84,0.8591892715635477
-32,50,51.875876,0.82,0.8074783683559951
-34,50,52.248468,0.84,0.8442195645507513
-28,50,52.463516,0.78,0.7857585139318886
-32,50,52.652561,0.82,0.8109756097560976
-36,50,52.85214,0.86,0.8609120521172638
-26,50,53.036181,0.76,0.7681256264617441
-30,50,53.234114,0.8,0.7955112219451371
-38,50,53.416665,0.88,0.8663446054750402
-26,50,53.629714,0.76,0.7556204379562044
-34,50,53.813756,0.84,0.8460063897763578
-42,50,54.010801,0.92,0.9197589597209007
-32,50,54.193848,0.82,0.8070113314447592
-40,50,54.390901,0.9,0.9146649810366625
-42,50,54.571934,0.92,0.9227400688145136
-40,50,54.767979,0.9,0.9262269459206002
-30,50,54.966027,0.8,0.7966507177033493
-32,50,55.168074,0.82,0.7945911139729556
-32,50,55.354121,0.82,0.82015065913371
-36,50,55.56917,0.86,0.8733723958333334
-36,50,55.754213,0.86,0.8543722354542361
-46,50,55.955257,0.96,0.9735099337748344
-34,50,56.321858,0.84,0.8628714643752238
-30,50,56.520903,0.8,0.7832145171743357
-32,50,56.707947,0.82,0.7856655290102389
-28,50,56.913998,0.78,0.7939767282683093
-34,50,57.096043,0.84,0.8152454780361758
-36,50,57.30109,0.86,0.8331782945736435
-40,50,57.47913,0.9,0.8652256834075016
-36,50,57.673175,0.86,0.8750830564784053
-30,50,57.86022,0.8,0.7981741115096185
-30,50,58.061267,0.8,0.8029219769972024
-36,50,58.242871,0.86,0.859638732602902
-32,50,58.445168,0.82,0.8261997405966277
-26,50,58.635212,0.76,0.7771341463414634
-28,50,58.852262,0.78,0.7584848484848485
-28,50,59.044309,0.78,0.7644951140065147
-30,50,59.247355,0.8,0.8238358840768479
-36,50,59.435399,0.86,0.8747259630441591
-36,50,59.636445,0.86,0.8838201509681655
-38,50,59.822488,0.88,0.8761514841351075
-36,50,60.019275,0.86,0.884312537855845
-30,50,60.207319,0.8,0.7769256418806268
-34,50,60.602409,0.84,0.8514789175582127
-36,50,60.78345,0.86,0.8559322033898306
-40,50,60.981495,0.9,0.9041784480050267
-32,50,61.168442,0.82,0.8318868531018965
-36,50,61.367678,0.86,0.8424301494476933
-34,50,61.551721,0.84,0.8893601979498056
-30,50,61.753767,0.8,0.7911096256684492
-34,50,61.939809,0.84,0.8617227979274611
-30,50,62.159664,0.8,0.7866584691054411
-34,50,62.346707,0.84,0.8213552361396304
-34,50,62.545752,0.84,0.8347266881028939
-32,50,62.731795,0.82,0.8233204134366925
-38,50,62.931385,0.88,0.8756172839506173
-32,50,63.124429,0.82,0.8121405750798723
-30,50,63.331478,0.8,0.7981744421906694
-30,50,63.516027,0.8,0.8145003265839321
-28,50,63.723074,0.78,0.8129032258064516
-30,50,63.914118,0.8,0.8267665255617063
-26,50,64.127166,0.76,0.7824664703958129
-34,50,64.310208,0.84,0.8562458691341706
-34,50,64.710299,0.84,0.8547832071576049
-32,50,64.897343,0.82,0.8314469256653411
-40,50,65.100389,0.9,0.9296543359611886
-40,50,65.285431,0.9,0.8925453324378778
-42,50,65.495479,0.92,0.9125524362697645
-32,50,65.680521,0.82,0.8242852553806618
-36,50,65.88957,0.86,0.8374748153122902
-26,50,66.075515,0.76,0.7497456765005086
-30,50,66.277561,0.8,0.760970744680851
-32,50,66.459604,0.82,0.8533574224631135
-40,50,66.663645,0.9,0.8892788768347161
-18,50,66.86369,0.68,0.7152883735123589
-30,50,67.072245,0.8,0.7906635349383441
-20,50,67.26429,0.7,0.6835518474374255
-30,50,67.476338,0.8,0.8088050314465409
-20,50,67.672383,0.7,0.6918972990996999
-28,50,67.881432,0.78,0.7735004476275739
-34,50,68.064473,0.84,0.8781594296824368
-34,50,68.267519,0.84,0.8540402427339508
-38,50,68.448561,0.88,0.8972554539057002
-32,50,68.664746,0.82,0.8109699411217849
-30,50,69.052058,0.8,0.7786937222574508
-34,50,69.257614,0.84,0.8459339263024143
-32,50,69.448658,0.82,0.8156218571907475
-36,50,69.651704,0.86,0.8295006570302234
-32,50,69.843748,0.82,0.8076792388718994
-36,50,70.045794,0.86,0.8855989232839838
-36,50,70.237838,0.86,0.8385549872122762
-44,50,70.435884,0.94,0.9515387336399009
-30,50,70.620926,0.8,0.8173384516954575
-32,50,70.826977,0.82,0.8271832718327183
-32,50,71.01502,0.82,0.8494726749760306
-22,50,71.233069,0.72,0.7469255663430421
-28,50,71.426114,0.78,0.7963859309454663
-34,50,71.638162,0.84,0.832439255285579
-22,50,71.836207,0.72,0.7351659403285283
-16,50,72.05824,0.66,0.6917408658274485
-24,50,72.24379,0.74,0.7166617166617166
-20,50,72.453838,0.7,0.7021129199861448
-28,50,72.635879,0.78,0.786020846106683
-34,50,72.838411,0.84,0.8126838836220988
-22,50,73.219388,0.72,0.6960573476702508
-26,50,73.429436,0.76,0.7721518987341772
-32,50,73.61848,0.82,0.824405705229794
-30,50,73.829162,0.8,0.8111292962356792
-20,50,74.026208,0.7,0.7241597970830691
-28,50,74.226253,0.78,0.743661100803958
-32,50,74.409294,0.82,0.837186584174536
-30,50,74.612341,0.8,0.807310035267714
-26,50,74.806386,0.76,0.7674337517433751
-26,50,75.009438,0.76,0.7945248584015104
-18,50,75.210483,0.68,0.6252814409778064
-42,50,75.415531,0.92,0.9161595672751859
-28,50,75.610575,0.78,0.7752009894867038
-42,50,75.808159,0.92,0.9176042356055593
-30,50,75.992202,0.8,0.8181818181818182
-24,50,76.199249,0.74,0.7299291617473436
-28,50,76.396536,0.78,0.7810018326206475
-30,50,76.600583,0.8,0.7898465171192444
-34,50,76.788626,0.84,0.7961886304909561
-28,50,77.000676,0.78,0.7667009249743063
-22,50,77.195524,0.72,0.7271487039563438
-26,50,77.605616,0.76,0.7837753510140406
-20,50,77.797784,0.7,0.6910164749766864
-28,50,78.008462,0.78,0.8213705748619682
-30,50,78.193305,0.8,0.8154859967051071
-32,50,78.39486,0.82,0.8519570707070707
-28,50,78.579903,0.78,0.7783004998529844
-26,50,78.800955,0.76,0.7397492375465944
-24,50,78.992997,0.74,0.7804476629361422
-34,50,79.209049,0.84,0.8432449903038138
-16,50,79.407095,0.66,0.6478260869565218
-14,50,79.629146,0.64,0.6536010197578075
-32,50,79.819189,0.82,0.8284789644012945
-30,50,80.026241,0.8,0.7935165609584214
-26,50,80.216285,0.76,0.7557589144840644
-26,50,80.426334,0.76,0.7175854635047736
-22,50,80.624379,0.72,0.7242740343952636
-22,50,80.843431,0.72,0.6988161559888579
-12,50,81.044477,0.62,0.606536366549183
-34,50,81.245527,0.84,0.837471036080768
-36,50,81.43557,0.86,0.8456128600133959
-22,50,81.855603,0.72,0.739490235021516
-34,50,82.037485,0.84,0.8662827895073576
-30,50,82.261536,0.8,0.8003350083752094
-24,50,82.452121,0.74,0.7468729427254773
-18,50,82.665169,0.68,0.6811454311454311
-32,50,82.857212,0.82,0.8313787638668779
-32,50,83.060645,0.82,0.8324723247232473
-26,50,83.248688,0.76,0.7899869960988296
-30,50,83.449734,0.8,0.7748301520543514
-26,50,83.635777,0.76,0.7719958918178705
-32,50,83.844743,0.82,0.8536437859086785
-22,50,84.038791,0.72,0.7041527735677477
-14,50,84.258842,0.64,0.6631171345595354
-30,50,84.448885,0.8,0.8181270701595905
-20,50,84.669683,0.7,0.7066256830601093
-20,50,84.874729,0.7,0.6988527724665392
-26,50,85.081496,0.76,0.7936821322803553
-32,50,85.269542,0.82,0.8132242672119973
-30,50,85.493099,0.8,0.7647619047619048
-28,50,85.681143,0.78,0.7661814803344689
-24,50,85.900193,0.74,0.7251047373509507
-26,50,86.28228,0.76,0.7301972685887709
-26,50,86.487327,0.76,0.7714285714285715
-22,50,86.682371,0.72,0.7071858182969294
-24,50,86.891419,0.74,0.7714285714285715
-32,50,87.072248,0.82,0.7846302873748789
-14,50,87.2953,0.64,0.6702341137123746
-20,50,87.489272,0.7,0.7233273056057866
-16,50,87.712322,0.66,0.6276933945602261
-30,50,87.906367,0.8,0.7978756638550453
-26,50,88.111413,0.76,0.754774897680764
-32,50,88.302281,0.82,0.8270650263620387
-22,50,88.513462,0.72,0.7541152263374485
-30,50,88.697506,0.8,0.7975221238938053
-24,50,88.924556,0.74,0.7908600444303395
-26,50,89.115601,0.76,0.7880839539607312
-18,50,89.330652,0.68,0.6930568645931511
-22,50,89.524699,0.72,0.7421825143586471
-20,50,89.739747,0.7,0.740030911901082
-32,50,89.932791,0.82,0.7912512061756192
-20,50,90.14571,0.7,0.7212681638044914
-16,50,90.537801,0.66,0.6382189239332097
-18,50,90.75485,0.68,0.6732954545454546
-20,50,90.953621,0.7,0.7201531500174034
-26,50,91.16167,0.76,0.7432962720732504
-20,50,91.360521,0.7,0.7172995780590717
-22,50,91.572569,0.72,0.6919753086419753
-28,50,91.761613,0.78,0.8019538188277087
-18,50,91.972661,0.68,0.6621579112928594
-26,50,92.162704,0.76,0.7557077625570776
-16,50,92.384755,0.66,0.6703296703296703
-24,50,92.586802,0.74,0.7131578947368421
-28,50,92.803851,0.78,0.772609819121447
-20,50,93.003896,0.7,0.7000964320154291
-30,50,93.209943,0.8,0.8086094766181481
-14,50,93.413991,0.64,0.6248473748473748
-8,50,93.638042,0.58,0.6024177300201478
-28,50,93.836087,0.78,0.7920193470374849
-8,50,94.053136,0.58,0.5860231902225008
-14,50,94.250182,0.64,0.6069346425283829
-28,50,94.453228,0.78,0.797717184527584
-22,50,94.649273,0.72,0.7226763548289434
-20,50,95.080372,0.7,0.6714620274339244
-16,50,95.282418,0.66,0.6705539358600583
-8,50,95.50947,0.58,0.5492537313432836
-18,50,95.704514,0.68,0.7182959048877147
-18,50,95.93915,0.68,0.6860572483841182
-22,50,96.133195,0.72,0.7319587628865979
-10,50,96.36025,0.6,0.59755694948828
-14,50,96.5773,0.64,0.6534391534391535
-18,50,96.800351,0.68,0.7016820057124722
-18,50,96.999396,0.68,0.6996477745757285
-28,50,97.213445,0.78,0.7825512227362855
-12,50,97.417492,0.62,0.6627423822714681
-10,50,97.643544,0.6,0.6108695652173913
-12,50,97.851591,0.62,0.6632975363234365
-12,50,98.071642,0.62,0.6108717268810077
-16,50,98.268687,0.66,0.631265664160401
-22,50,98.478735,0.72,0.7121759107318674
-18,50,98.681784,0.68,0.6822558459422283
-18,50,98.901834,0.68,0.6769938650306748
-24,50,99.100885,0.74,0.7509664948453608
-26,50,99.511983,0.76,0.728956776080598
-2,50,99.725032,0.52,0.512396694214876
-18,50,99.940081,0.68,0.6877596676254394
-18,50,100.133633,0.68,0.6804090763822307
-16,50,100.358685,0.66,0.6356936879205383
-18,50,100.55673,0.68,0.6597201548079785
-16,50,100.777388,0.66,0.6350296596940368
-14,50,100.986438,0.64,0.6577000672494956
-18,50,101.19749,0.68,0.7152553329023917
-2,50,101.412044,0.52,0.5046113306982872
-8,50,101.635095,0.58,0.600652528548124
-10,50,101.844143,0.6,0.6507283090563648
-12,50,102.067194,0.62,0.6388467374810318
-28,50,102.257238,0.78,0.7480762796922048
-22,50,102.469285,0.72,0.7705298013245033
-28,50,102.657329,0.78,0.812275546849494
-16,50,102.881384,0.66,0.629717783066984
-20,50,103.074429,0.7,0.7157051282051282
-32,50,103.280476,0.82,0.8311897106109325
-22,50,103.478521,0.72,0.7120661157024794
-18,50,103.684571,0.68,0.68768
-18,50,104.080663,0.68,0.6885354539430086
2,50,104.306714,0.48,0.4484487621435287
-12,50,104.509763,0.62,0.5963515754560531
-6,50,104.743816,0.56,0.5432845321451305
0,50,104.962866,0.5,0.533130493576741
-18,50,105.177421,0.68,0.6573208722741433
-10,50,105.380468,0.6,0.5859375
-18,50,105.600518,0.68,0.7240638428483732
-10,50,105.806565,0.6,0.5865384615384616
-2,50,106.038619,0.52,0.5274650290003412
-6,50,106.248666,0.56,0.5540141676505312
-6,50,106.474718,0.56,0.611147116007777
-16,50,106.669811,0.66,0.6698935140367861
-6,50,106.898867,0.56,0.584120321790836
-14,50,107.100913,0.64,0.66016
-10,50,107.318963,0.6,0.5899802241265656
-8,50,107.540014,0.58,0.5994568906992532
-10,50,107.755094,0.6,0.6282674772036474
-4,50,107.96565,0.54,0.5142597087378641
-14,50,108.1897,0.64,0.655663430420712
0,50,108.591794,0.5,0.5072727272727273
-12,50,108.817646,0.62,0.6146136437116069
2,50,109.029694,0.48,0.45640074211502785
-16,50,109.250745,0.66,0.6489262371615313
-6,50,109.458714,0.56,0.5854052308685825
-6,50,109.688768,0.56,0.578060413354531
0,50,109.901816,0.5,0.4690154136520919
2,50,110.134869,0.48,0.5216677609980302
-16,50,110.336916,0.66,0.6795341098169717
-14,50,110.556966,0.64,0.6782472613458529
-22,50,110.746009,0.72,0.7576726342710998
-2,50,110.990065,0.52,0.5497692814765985
-4,50,111.203118,0.54,0.542443729903537
-6,50,111.441173,0.56,0.5884537474679271
-16,50,111.646219,0.66,0.6671949286846276
-16,50,111.883277,0.66,0.6695975650997633
-8,50,112.090325,0.58,0.584873949579832
4,50,112.318471,0.46,0.47195582679453646
-10,50,112.52552,0.6,0.6365170435369558
-8,50,112.738569,0.58,0.6155251141552511
-10,50,112.944614,0.6,0.617028164454516
-8,50,113.359951,0.58,0.5940072439907804
0,50,113.569999,0.5,0.467326139088729
-6,50,113.81229,0.56,0.5708542713567839
-18,50,114.016582,0.68,0.6811135716545397
-16,50,114.228632,0.66,0.6443074691805656
-12,50,114.426677,0.62,0.642235609103079
-6,50,114.645726,0.56,0.5390598579641529
-14,50,114.846777,0.64,0.6968149038461539
-8,50,115.070828,0.58,0.5869770368040265
-2,50,115.279877,0.52,0.5278884462151394
-4,50,115.514326,0.54,0.5548867870449986
-6,50,115.723374,0.56,0.5339251743817375
6,50,115.96441,0.44,0.4257786613651425
-4,50,116.185426,0.54,0.491663831235114
2,50,116.437485,0.48,0.4835199004975124
-14,50,116.656534,0.64,0.6552412645590682
-12,50,116.884589,0.62,0.5771267207906813
12,50,117.114643,0.38,0.34841772151898737
4,50,117.359698,0.46,0.5162627551020408
-6,50,117.591751,0.56,0.5754872811364388
-4,50,118.04301,0.54,0.5252130681818182
-4,50,118.25806,0.54,0.5453667953667953
6,50,118.518119,0.44,0.4625870948197516
0,50,118.736169,0.5,0.5125305623471883
2,50,118.998739,0.48,0.49232186732186733
0,50,119.296808,0.5,0.5054945054945055
-4,50,119.621882,0.54,0.548922056384743
-8,50,119.842935,0.58,0.5933734939759037
-4,50,120.077989,0.54,0.5674694820191356
-8,50,120.293038,0.58,0.5801123224314503
-14,50,120.597108,0.64,0.6937694704049844
-10,50,120.963192,0.6,0.6307643714466203
-6,50,121.284265,0.56,0.576271186440678
-4,50,121.551327,0.54,0.5152010460934946
12,50,121.794386,0.38,0.36509324009324007
-6,50,121.982429,0.56,0.5532945736434108
2,50,122.233487,0.48,0.484779792746114
0,50,122.445535,0.5,0.5226753670473083
-2,50,122.677974,0.52,0.5
2,50,122.936035,0.48,0.486050836949783
4,50,123.185092,0.46,0.4467821782178218
20,50,123.713217,0.3,0.2801793147614473
8,50,124.001282,0.42,0.42250530785562634
4,50,124.264343,0.46,0.489137181874612
6,50,124.502401,0.44,0.4055631868131868
-2,50,124.725451,0.52,0.5248811410459588
-6,50,124.946502,0.56,0.5848337950138505
-10,50,125.182565,0.6,0.6079491255961844
-4,50,125.419611,0.54,0.5465043695380774
2,50,125.661666,0.48,0.48866176940274675
0,50,125.927275,0.5,0.5251322751322751
-6,50,126.164331,0.56,0.5573012939001848
6,50,126.411395,0.44,0.47578434358818156
-4,50,126.655452,0.54,0.550988390335739
-2,50,126.888504,0.52,0.5128032345013477
10,50,127.100553,0.4,0.4374004460019114
0,50,127.327987,0.5,0.5289719626168224
-2,50,127.545037,0.52,0.4669395465994962
-8,50,127.766088,0.58,0.5767334866907657
-8,50,127.977135,0.58,0.5744744744744745
18,50,128.216981,0.32,0.347681014347681
2,50,128.621075,0.48,0.47308592443998665
12,50,128.875132,0.38,0.3830749354005168
12,50,129.089182,0.38,0.3772294887039239
-2,50,129.336241,0.52,0.5465494791666666
10,50,129.558292,0.4,0.4155597722960152
20,50,129.801347,0.3,0.3088592233009709
8,50,130.015396,0.42,0.40221062327295054
8,50,130.235801,0.42,0.4395029431000654
4,50,130.443848,0.46,0.4969532836831415
10,50,130.674406,0.4,0.3751778093883357
16,50,130.886454,0.34,0.33975753807895553
0,50,131.115507,0.5,0.49608976538592314
6,50,131.323555,0.44,0.4274496415158757
-8,50,131.53861,0.58,0.6307360640591315
20,50,131.748657,0.3,0.32254047322540474
0,50,131.963707,0.5,0.5504400812457685
6,50,132.174755,0.44,0.46128048780487807
6,50,132.389392,0.44,0.4591078066914498
2,50,132.597442,0.48,0.5139121689574254
6,50,132.825493,0.44,0.4325447570332481
-6,50,133.019537,0.56,0.5439233817701453
12,50,133.415627,0.38,0.4078418230563003
8,50,133.636682,0.42,0.4601415820252385
24,50,133.868736,0.26,0.27652628142344104
10,50,134.076783,0.4,0.40196700507614214
6,50,134.301839,0.44,0.44525547445255476
14,50,134.514887,0.36,0.3538643766656796
12,50,134.743943,0.38,0.3734375
10,50,134.953991,0.4,0.42502550153009183
12,50,135.18905,0.38,0.36817617866004965
12,50,135.401484,0.38,0.4086901763224181
4,50,135.637538,0.46,0.48427672955974843
16,50,135.868591,0.34,0.3626373626373626
6,50,136.090642,0.44,0.4344290071162318
14,50,136.308698,0.36,0.34702636419374616
14,50,136.59377,0.36,0.37815126050420167
8,50,136.832825,0.42,0.4423375815977619
18,50,137.089888,0.32,0.3137446947437153
8,50,137.314681,0.42,0.40818748145950756
8,50,137.591746,0.42,0.43981900452488687
18,50,137.824801,0.32,0.3631713554987212
22,50,138.300909,0.28,0.30010138560324434
4,50,138.528963,0.46,0.5075684380032206
18,50,138.82603,0.32,0.33611481975967955
16,50,139.105094,0.34,0.3296108291032149
16,50,139.409164,0.34,0.3161622665808113
6,50,139.661223,0.44,0.5072697899838449
12,50,139.936116,0.38,0.4071172053542279
8,50,140.189197,0.42,0.42136498516320475
14,50,140.451257,0.36,0.39704433497536945
22,50,140.715317,0.28,0.2737083060824068
14,50,140.985865,0.36,0.410889414947582
16,50,141.228921,0.34,0.3718187461204221
12,50,141.656018,0.38,0.40324059920513605
20,50,142.013099,0.3,0.30185067007019784
12,50,142.39279,0.38,0.34328358208955223
6,50,142.692557,0.44,0.46809815950920247
12,50,143.007319,0.38,0.4111969111969112
12,50,143.289382,0.38,0.37305699481865284
18,50,143.580449,0.32,0.3439450686641698
4,50,143.831507,0.46,0.4655552060396351
20,50,144.399145,0.3,0.35
14,50,144.676206,0.36,0.3825503355704698
26,50,145.003281,0.24,0.29379968203497614
14,50,145.276344,0.36,0.3298097251585624
12,50,145.586374,0.38,0.40903183885640026
10,50,145.859435,0.4,0.4437412095639944
28,50,146.126745,0.22,0.22640940608984023
14,50,146.369806,0.36,0.3285849952516619
2,50,146.599677,0.48,0.4854631507775524
22,50,146.838731,0.28,0.2978066110596231
16,50,147.084788,0.34,0.35904255319148937
12,50,147.308839,0.38,0.4273871661037765
16,50,147.555895,0.34,0.3372524752475248
14,50,147.780947,0.36,0.35672131147540986
16,50,148.023002,0.34,0.3574561403508772
14,50,148.247053,0.36,0.3545715195922268
12,50,148.488109,0.38,0.39326599326599326
10,50,148.702046,0.4,0.36022390516957525
12,50,148.95861,0.38,0.38482384823848237
0,50,149.184662,0.5,0.5209205020920502
18,50,149.433719,0.32,0.34112792297111416
10,50,149.879821,0.4,0.46504559270516715
18,50,150.151388,0.32,0.35157894736842105
14,50,150.382441,0.36,0.3773103887826641
18,50,150.644501,0.32,0.321353065539112
18,50,150.868684,0.32,0.34831460674157305
26,50,151.118744,0.24,0.2501650165016502
20,50,151.344796,0.3,0.3157894736842105
22,50,151.604855,0.28,0.3031645569620253
